0,1,2,3,4,5,6,7,8,9,Class
0.1020105853676796,0.10005588829517365,0.09869010001420975,0.10128370672464371,0.10022975504398346,0.10189709812402725,0.09752383828163147,0.09795553237199783,0.1000262200832367,0.10032729804515839,0.0
0.10204299539327621,0.10006245225667953,0.09864229708909988,0.10134271532297134,0.10020899027585983,0.10193046927452087,0.0974489375948906,0.09796801954507828,0.10005438327789307,0.10029865056276321,0.0
0.10206779092550278,0.10002435743808746,0.09867693483829498,0.10129192471504211,0.10017681866884232,0.10193738341331482,0.09744235128164291,0.09801465272903442,0.10005220025777817,0.10031555593013763,0.0
0.10208610445261002,0.09999345988035202,0.09868411719799042,0.10123281180858612,0.10022494941949844,0.10194768011569977,0.09748615324497223,0.0979561060667038,0.09995953738689423,0.10042911767959595,0.0
0.10211269557476044,0.10004314035177231,0.09866408258676529,0.10127914696931839,0.10020224004983902,0.10194512456655502,0.09742759168148041,0.09796824306249619,0.10000640153884888,0.10035132616758347,0.0
0.10211615264415741,0.10003238916397095,0.09869088977575302,0.10123960673809052,0.10021081566810608,0.10189900547266006,0.09742040932178497,0.09798095375299454,0.10001683980226517,0.10039298236370087,0.0
0.10207300633192062,0.10002370923757553,0.09860891103744507,0.10130630433559418,0.10022332519292831,0.10197646170854568,0.09748175740242004,0.09795448929071426,0.09999281913042068,0.10035920143127441,0.0
0.10215649753808975,0.10003221780061722,0.0986851304769516,0.10122895985841751,0.1001930981874466,0.10190587490797043,0.09736745059490204,0.0980125367641449,0.10005582869052887,0.10036242008209229,0.0
0.1020643413066864,0.10006775707006454,0.09866968542337418,0.10131651163101196,0.10017266124486923,0.10192525386810303,0.09745881706476212,0.09796052426099777,0.10001949220895767,0.10034500062465668,0.0
0.10211452096700668,0.10007479786872864,0.09868477284908295,0.10129948705434799,0.10018987953662872,0.10191068053245544,0.09737805277109146,0.09798344224691391,0.10006517916917801,0.10029919445514679,0.0
0.1020815446972847,0.10005288571119308,0.09860163182020187,0.10134398937225342,0.10020482540130615,0.10197044909000397,0.0974457636475563,0.09798377752304077,0.10003408044576645,0.10028108209371567,0.0
0.10210010409355164,0.10003243386745453,0.09866271913051605,0.10127463936805725,0.10018646717071533,0.10193094611167908,0.0974181517958641,0.09799377620220184,0.1000400111079216,0.10036075860261917,0.0
0.10209216922521591,0.10003754496574402,0.09867804497480392,0.10126802325248718,0.10021339356899261,0.10191626846790314,0.09741286933422089,0.09800130873918533,0.10007376223802567,0.10030661523342133,0.0
0.10197141766548157,0.10001454502344131,0.09863171726465225,0.10131189972162247,0.10028211772441864,0.10196553170681,0.09760287404060364,0.09791123121976852,0.09994793683290482,0.10036070644855499,0.0
0.10208123177289963,0.10004366934299469,0.09862072765827179,0.10132786631584167,0.10019668191671371,0.10194049775600433,0.09741028398275375,0.09800314903259277,0.10008477419614792,0.10029102861881256,0.0
0.10208277404308319,0.10000592470169067,0.09858256578445435,0.10129685699939728,0.10020130127668381,0.10201628506183624,0.0975278690457344,0.097957082092762,0.09994100779294968,0.10038834065198898,0.0
0.10210956633090973,0.09998537600040436,0.09864694625139236,0.10121612995862961,0.10026270896196365,0.10199233144521713,0.09755485504865646,0.09792684018611908,0.09986253827810287,0.10044274479150772,0.0
0.1020771786570549,0.09998100996017456,0.09855448454618454,0.10130836069583893,0.10021720081567764,0.1020316556096077,0.09755227714776993,0.09796662628650665,0.09993670880794525,0.10037451237440109,0.0
0.1021382138133049,0.1000480204820633,0.09863835573196411,0.1012946218252182,0.10013959556818008,0.10195153206586838,0.09738858789205551,0.09800099581480026,0.10004324465990067,0.10035688430070877,0.0
0.10212108492851257,0.10002494603395462,0.09857982397079468,0.1013014167547226,0.1002168282866478,0.10200601816177368,0.09746593236923218,0.09797537326812744,0.09998493641614914,0.10032374411821365,0.0
0.10203323513269424,0.10006202012300491,0.09864921122789383,0.1013384610414505,0.10022632777690887,0.10190756618976593,0.09744026511907578,0.09796572476625443,0.10006959736347198,0.10030752420425415,0.0
0.10202686488628387,0.10003497451543808,0.09856509417295456,0.10138482600450516,0.10022388398647308,0.10199446231126785,0.09749743342399597,0.09796129167079926,0.10001182556152344,0.10029933601617813,0.0
0.10212388634681702,0.10005441308021545,0.09868676960468292,0.10125953704118729,0.10017559677362442,0.10190790891647339,0.09740671515464783,0.09798204898834229,0.1000218614935875,0.10038123279809952,0.0
0.10195174813270569,0.10000347346067429,0.09862060099840164,0.1013406291604042,0.10028165578842163,0.10196957737207413,0.09758049994707108,0.09792713820934296,0.09999505430459976,0.10032971203327179,0.0
0.10213080793619156,0.10006564110517502,0.09863083809614182,0.10131210088729858,0.10016857832670212,0.10193204134702682,0.0973844900727272,0.0980040431022644,0.10005137324333191,0.10032003372907639,0.0
0.10209133476018906,0.10004514455795288,0.09864600747823715,0.10131250321865082,0.10018903762102127,0.10196252167224884,0.09746509790420532,0.09795703738927841,0.09996996819972992,0.10036138445138931,0.0
0.1021256372332573,0.10005979984998703,0.0986584722995758,0.101293183863163,0.10020327568054199,0.10190988332033157,0.09736080467700958,0.09799368679523468,0.10007638484239578,0.10031884908676147,0.0
0.10199149698019028,0.1000189483165741,0.09860871732234955,0.10138169676065445,0.10021249949932098,0.10195528715848923,0.09744226932525635,0.09799203276634216,0.10011060535907745,0.10028652846813202,0.0
0.10207139700651169,0.1000462993979454,0.0986141562461853,0.1013394221663475,0.10018265247344971,0.1019548624753952,0.09743166714906693,0.09798364341259003,0.1000458374619484,0.10033013671636581,0.0
0.10208646953105927,0.10003712028265,0.09870357811450958,0.10125609487295151,0.10021942853927612,0.10193043947219849,0.0974489152431488,0.0979800596833229,0.1000322699546814,0.10030557215213776,0.0
0.10204567015171051,0.0999952182173729,0.09867976605892181,0.1012284979224205,0.10022999346256256,0.10193425416946411,0.09756071865558624,0.09792619943618774,0.0999186635017395,0.10048110038042068,0.0
0.10201631486415863,0.10003890842199326,0.09866098314523697,0.10131090134382248,0.10022275149822235,0.10193587094545364,0.0975341796875,0.09793365746736526,0.09996894001960754,0.10037756711244583,0.0
0.102028489112854,0.10004579275846481,0.09865231812000275,0.10133378207683563,0.1002136766910553,0.10192357003688812,0.09746843576431274,0.09797464311122894,0.10004273056983948,0.1003165990114212,0.0
0.10200203210115433,0.09996971487998962,0.09862848371267319,0.10123897343873978,0.1003115102648735,0.10198934376239777,0.09765547513961792,0.09789974242448807,0.09987909346818924,0.10042556375265121,0.0
0.10210026800632477,0.09997325390577316,0.09865167737007141,0.10121852159500122,0.10026361048221588,0.10197269171476364,0.09750299155712128,0.09795069694519043,0.0999530702829361,0.10041322559118271,0.0
0.1021353080868721,0.09999465942382812,0.09862560033798218,0.10124092549085617,0.10021179914474487,0.10198359191417694,0.09744811058044434,0.09797535836696625,0.0999840721487999,0.10040055215358734,0.0
0.1020001769065857,0.10005933791399002,0.0986504927277565,0.10135535895824432,0.10021553933620453,0.10193183273077011,0.09750472754240036,0.09794913232326508,0.10001830011606216,0.10031513124704361,0.0
0.1021849513053894,0.0999419242143631,0.09861644357442856,0.10110672563314438,0.10032466799020767,0.10196733474731445,0.09757712483406067,0.09794317930936813,0.09982822090387344,0.10050937533378601,0.0
0.10216571390628815,0.09990537911653519,0.09863902628421783,0.10106836259365082,0.10036587715148926,0.10199806094169617,0.0976303294301033,0.0978894829750061,0.09975078701972961,0.10058695822954178,0.0
0.10205765068531036,0.10005172342061996,0.09868933260440826,0.10129360854625702,0.10021451860666275,0.10192294418811798,0.09748149663209915,0.09795760363340378,0.09998822212219238,0.10034295916557312,0.0
0.10206132382154465,0.10004466027021408,0.09867778420448303,0.1012987270951271,0.10019555687904358,0.10193745791912079,0.09748242050409317,0.09794806689023972,0.09997902810573578,0.10037507861852646,0.0
0.10220590233802795,0.09990932047367096,0.09874929487705231,0.10095968842506409,0.10035941749811172,0.10196477174758911,0.09766144305467606,0.09787189215421677,0.09967752546072006,0.10064077377319336,0.0
0.10203573852777481,0.10001130402088165,0.0987575426697731,0.10118603706359863,0.10029488056898117,0.10190222412347794,0.0975809320807457,0.09790347516536713,0.09989657998085022,0.10043132305145264,0.0
0.101999431848526,0.10006330907344818,0.09867549687623978,0.10134012997150421,0.1001775860786438,0.10191631317138672,0.09749510139226913,0.09795880317687988,0.10003426671028137,0.10033954679965973,0.0
0.10206213593482971,0.10006706416606903,0.09869381785392761,0.10130391269922256,0.10019060969352722,0.10192133486270905,0.09743162989616394,0.09799010306596756,0.10007976740598679,0.10025963932275772,0.0
0.10211161524057388,0.09992425888776779,0.09870851039886475,0.10108284652233124,0.10029567033052444,0.10192466527223587,0.09755866229534149,0.09791222959756851,0.09986528009176254,0.10061626136302948,0.0
