0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Class
0.12905170023441315,0.10224602371454239,0.03527803346514702,0.17461176216602325,-0.16265206038951874,0.014245848171412945,0.1062256470322609,0.14369623363018036,0.06930824369192123,-0.13999558985233307,-0.06520331650972366,0.1355719119310379,-0.05999692529439926,0.054476138204336166,-0.034896623343229294,0.07339279353618622,0.0
0.12809711694717407,0.10481702536344528,0.04009110853075981,0.18410639464855194,-0.1615607738494873,0.013184710405766964,0.11062812805175781,0.13616745173931122,0.06765701621770859,-0.13560983538627625,-0.069912388920784,0.13936179876327515,-0.06622838228940964,0.043427474796772,-0.03033697046339512,0.06402934342622757,0.0
0.1290409415960312,0.10224542021751404,0.03525962308049202,0.17458784580230713,-0.16262975335121155,0.014215369708836079,0.10619290173053741,0.14369462430477142,0.06929706037044525,-0.1400088518857956,-0.06517315655946732,0.13555294275283813,-0.0600302554666996,0.05450650677084923,-0.03489501774311066,0.0733690932393074,0.0
0.12811033427715302,0.10472451895475388,0.040174540132284164,0.1842031627893448,-0.16162000596523285,0.013202302157878876,0.11065468192100525,0.13616414368152618,0.06769861280918121,-0.13550888001918793,-0.06994006782770157,0.13929910957813263,-0.06616721302270889,0.04343601316213608,-0.030321374535560608,0.06408590823411942,0.0
0.12942439317703247,0.10324564576148987,0.03529948741197586,0.17487016320228577,-0.1626182198524475,0.015367993153631687,0.10742911696434021,0.14372754096984863,0.06900623440742493,-0.1403365284204483,-0.06590774655342102,0.1361152082681656,-0.06003009155392647,0.053428683429956436,-0.03480922058224678,0.07284483313560486,0.0
0.12810534238815308,0.10471586138010025,0.04028281569480896,0.18465551733970642,-0.16177073121070862,0.013338509015738964,0.11086234450340271,0.13624033331871033,0.06792585551738739,-0.13538119196891785,-0.07003462314605713,0.13911746442317963,-0.06604214012622833,0.04338691011071205,-0.030084211379289627,0.06397298723459244,0.0
0.12942269444465637,0.10338018834590912,0.03541358932852745,0.17511427402496338,-0.16225096583366394,0.015224508009850979,0.10708198696374893,0.14382797479629517,0.06877999007701874,-0.14090076088905334,-0.06558065116405487,0.13629868626594543,-0.06028379127383232,0.05339253321290016,-0.03500308841466904,0.07282283157110214,0.0
0.12811730802059174,0.10486055165529251,0.04008201137185097,0.1848742514848709,-0.16166505217552185,0.013397383503615856,0.11109742522239685,0.13632994890213013,0.06782848387956619,-0.13552184402942657,-0.07014402002096176,0.13919423520565033,-0.06601541489362717,0.04331650212407112,-0.03021863102912903,0.06400661170482635,0.0
0.12942351400852203,0.10343857109546661,0.035709790885448456,0.1752789467573166,-0.1624649465084076,0.015430698171257973,0.10717836022377014,0.14370204508304596,0.06896699219942093,-0.14065179228782654,-0.06583873927593231,0.1364009827375412,-0.060191359370946884,0.05306800454854965,-0.034743547439575195,0.07268138974905014,0.0
0.1281145215034485,0.10488704591989517,0.040265463292598724,0.18450282514095306,-0.1617126166820526,0.013271364383399487,0.11092469841241837,0.13631297647953033,0.06785836070775986,-0.13560858368873596,-0.0700211375951767,0.1392538696527481,-0.06617714464664459,0.043359462171792984,-0.030329734086990356,0.06418675184249878,0.0
